aX,aY,aZ,gX,gY,gZ,label
0.847,1.120,0.342,-80.566,-39.917,-12.268,3
0.818,0.995,0.321,-86.548,-28.992,1.282,3
0.801,0.904,0.283,-87.646,-18.311,10.498,3
0.797,0.741,0.223,-82.397,-2.991,7.507,3
0.776,0.727,0.209,-72.388,6.531,8.728,3
0.679,0.646,0.217,-72.144,14.526,10.925,3
0.617,0.575,0.179,-75.867,31.555,16.174,3
0.516,0.544,0.112,-74.890,41.504,24.231,3
0.477,0.503,0.060,-71.106,51.636,21.118,3
0.394,0.510,0.064,-67.566,55.237,16.724,3
0.364,0.456,0.080,-68.787,62.195,20.752,3
0.347,0.457,0.112,-71.045,68.054,25.696,3
0.316,0.413,0.101,-75.989,69.336,23.499,3
0.255,0.328,0.012,-71.655,71.716,21.912,3
0.166,0.305,-0.083,-66.650,74.768,2.136,3
0.137,0.265,-0.154,-51.941,92.651,-11.658,3
0.074,0.191,-0.174,-33.569,104.187,-17.090,3
0.031,0.260,-0.125,-12.634,93.933,-12.024,3
-0.012,0.293,-0.078,-4.944,85.999,-3.601,3
-0.007,0.295,-0.070,1.160,80.688,-2.136,3
0.026,0.327,-0.089,3.296,87.646,-5.371,3
-0.050,0.341,-0.140,12.817,100.708,-11.902,3
-0.111,0.391,-0.080,24.475,98.389,-11.597,3
-0.130,0.411,-0.053,27.283,91.125,-3.296,3
-0.128,0.423,-0.025,25.879,94.421,-6.165,3
-0.177,0.400,-0.053,30.762,106.873,-8.667,3
-0.274,0.422,-0.085,39.490,99.304,2.319,3
-0.396,0.505,-0.061,45.105,84.045,24.658,3
-0.467,0.567,0.005,49.072,83.008,28.809,3
-0.525,0.563,0.029,52.246,93.689,8.789,3
-0.522,0.517,0.056,54.321,97.229,-13.855,3
-0.532,0.634,0.074,52.490,95.093,-30.212,3
-0.522,0.623,0.082,49.377,92.102,-41.931,3
-0.459,0.644,0.079,52.429,86.670,-44.495,3
-0.417,0.712,0.172,71.655,71.106,-39.978,3
-0.419,0.845,0.310,91.675,51.270,-28.076,3
-0.518,0.991,0.368,95.276,33.325,-20.386,3
-0.627,1.142,0.423,93.323,14.893,-11.658,3
-0.651,1.311,0.663,96.924,-2.258,-12.573,3
-0.771,1.425,0.591,88.806,-41.565,10.803,3
-0.737,1.373,0.514,88.562,-50.049,-33.630,3
-0.709,1.418,0.532,93.384,-59.082,-75.134,3
-0.503,1.497,0.588,92.712,-70.618,-72.266,3
-0.464,1.751,0.766,91.675,-95.825,-58.472,3
-0.519,1.901,0.821,84.106,-110.229,-52.979,3
-0.411,1.908,0.745,67.261,-123.230,-59.814,3
-0.258,1.989,0.660,50.293,-128.357,-77.759,3
-0.202,2.045,0.619,36.743,-126.099,-69.885,3
-0.192,2.039,0.609,21.484,-124.084,-50.903,3
-0.197,1.996,0.535,-0.793,-132.568,-39.612,3
-0.149,1.859,0.412,-20.081,-135.559,-35.767,3
-0.061,1.815,0.377,-36.194,-142.090,-34.851,3
0.037,1.798,0.436,-46.021,-141.235,-33.997,3
0.106,1.715,0.452,-56.763,-138.550,-25.818,3
0.225,1.638,0.466,-69.397,-136.047,-20.264,3
0.412,1.573,0.501,-81.360,-130.371,-18.799,3
0.555,1.567,0.513,-92.407,-117.004,-25.146,3
0.619,1.444,0.509,-101.196,-98.877,-23.376,3
0.691,1.399,0.496,-108.826,-87.585,-12.512,3
0.742,1.274,0.455,-111.328,-82.458,-4.700,3
0.812,1.183,0.388,-112.976,-73.914,-6.104,3
0.871,1.120,0.335,-112.488,-59.082,-15.991,3
0.886,1.005,0.278,-106.384,-42.114,-19.836,3
0.878,0.936,0.233,-96.252,-28.442,-9.644,3
0.826,0.885,0.288,-88.440,-13.550,-3.662,3
0.845,0.849,0.317,-94.238,3.479,-1.709,3
0.820,0.751,0.234,-96.558,18.311,-0.916,3
0.713,0.630,0.112,-91.003,29.175,4.028,3
0.593,0.588,0.096,-80.566,32.104,19.104,3
0.541,0.564,0.102,-68.054,34.973,28.015,3
0.521,0.558,0.106,-63.843,45.593,32.715,3
0.442,0.528,0.125,-62.317,49.805,34.363,3
0.310,0.529,0.119,-60.242,57.373,34.790,3
0.182,0.472,0.090,-66.162,57.190,21.851,3
0.108,0.412,-0.020,-67.688,79.895,3.967,3
0.065,0.283,-0.166,-65.247,93.689,-9.888,3
0.041,0.247,-0.239,-49.194,92.102,-6.958,3
0.027,0.240,-0.248,-33.997,84.473,6.104,3
-0.046,0.255,-0.207,-22.949,78.308,21.851,3
-0.130,0.247,-0.180,-15.808,79.773,19.287,3
-0.144,0.258,-0.167,-12.329,85.571,1.831,3
-0.123,0.243,-0.201,-11.169,98.450,-16.541,3
-0.089,0.214,-0.230,-2.686,101.501,-18.066,3
-0.217,0.207,-0.209,2.625,97.046,-9.033,3
-0.272,0.212,-0.142,10.193,93.933,-4.944,3
-0.162,0.249,-0.101,11.719,100.220,-7.507,3
-0.208,0.260,-0.082,4.028,114.075,-28.442,3
-0.381,0.183,-0.140,8.850,120.300,-40.649,3
-0.558,0.214,-0.107,26.245,99.976,-25.574,3
-0.651,0.352,0.010,38.818,73.303,-6.836,3
-0.552,0.389,-0.008,37.292,71.045,-19.226,3
-0.415,0.368,-0.098,40.222,80.627,-40.955,3
-0.324,0.312,-0.101,58.594,91.736,-52.734,3
-0.324,0.330,-0.031,84.045,87.708,-46.631,3
-0.436,0.554,0.211,105.713,55.115,-11.230,3
-0.611,0.714,0.312,105.896,37.292,6.165,3
-0.643,0.771,0.354,104.980,38.330,-15.747,3
-0.600,0.779,0.310,92.407,46.326,-34.485,3
-0.510,0.751,0.277,90.149,59.509,-60.730,3
-0.447,0.817,0.432,106.079,49.561,-67.017,3
-0.473,1.146,0.613,113.770,23.071,-44.128,3
-0.555,1.213,0.659,106.018,3.723,-32.715,3
-0.502,1.148,0.530,92.773,-2.441,-40.955,3
-0.554,1.091,0.536,93.689,0.305,-64.148,3
-0.570,1.204,0.686,99.854,-25.452,-79.468,3
-0.382,1.283,0.709,90.454,-39.185,-67.322,3
-0.278,1.398,0.654,86.914,-62.317,-57.068,3
-0.311,1.498,0.658,86.670,-68.665,-48.218,3
-0.349,1.532,0.583,81.970,-81.238,-48.279,3
-0.339,1.768,0.686,89.294,-93.201,-67.139,3
-0.143,2.123,0.849,77.332,-103.210,-81.970,3
-0.017,2.200,0.789,51.331,-106.018,-77.637,3
-0.075,2.079,0.605,29.602,-112.549,-62.866,3
-0.109,2.097,0.569,16.663,-124.207,-50.049,3
0.003,2.031,0.522,-0.244,-122.375,-57.861,3
0.121,1.970,0.462,-16.907,-121.948,-55.298,3
0.140,1.936,0.502,-33.142,-125.427,-26.611,3
0.115,1.821,0.483,-54.626,-130.981,-13.733,3
0.157,1.659,0.413,-71.167,-128.845,-16.479,3
0.282,1.574,0.393,-77.820,-128.174,-22.034,3
0.439,1.472,0.366,-78.003,-117.676,-20.691,3
0.549,1.479,0.413,-78.430,-103.516,-17.151,3
0.593,1.470,0.451,-84.351,-90.454,-9.521,3
0.703,1.394,0.418,-86.548,-85.693,0.183,3
0.720,1.318,0.398,-87.219,-77.881,2.991,3
0.742,1.221,0.399,-86.548,-64.270,-0.854,3
0.737,1.148,0.363,-89.966,-48.767,-4.333,3
0.739,1.050,0.305,-91.309,-33.630,-3.235,3
0.741,0.982,0.293,-84.900,-21.729,-2.014,3
0.717,0.981,0.361,-80.627,-10.620,0.427,3
0.643,0.935,0.321,-83.862,-0.977,4.333,3
0.541,0.882,0.279,-91.675,1.160,7.690,3
0.587,0.803,0.209,-102.722,22.583,8.118,3
0.579,0.751,0.202,-96.313,33.875,9.033,3
0.516,0.721,0.155,-94.360,37.537,12.512,3
0.437,0.643,0.149,-90.088,41.077,24.841,3
0.351,0.625,0.108,-89.417,38.696,31.067,3
0.314,0.561,0.070,-87.830,41.077,30.518,3
0.343,0.495,0.066,-79.834,44.922,31.067,3
0.237,0.529,0.051,-84.167,50.415,15.442,3
0.243,0.501,0.023,-81.970,72.571,2.991,3
0.151,0.411,-0.067,-76.965,76.721,-0.732,3
0.107,0.323,-0.147,-69.153,76.782,2.869,3
0.086,0.260,-0.186,-62.378,74.036,9.827,3
-0.017,0.240,-0.206,-48.645,73.669,10.925,3
-0.105,0.236,-0.202,-35.645,70.068,10.376,3
-0.161,0.277,-0.166,-27.588,59.082,20.142,3
-0.180,0.287,-0.168,-30.029,60.974,15.137,3
-0.115,0.256,-0.235,-28.687,76.721,-6.592,3
-0.070,0.214,-0.303,-17.761,101.990,-32.593,3
-0.073,0.222,-0.318,-4.456,124.634,-51.453,3
-0.140,0.282,-0.236,11.841,121.338,-46.021,3
-0.176,0.332,-0.165,15.869,104.248,-25.696,3
-0.168,0.323,-0.145,14.648,96.375,-20.386,3
-0.148,0.297,-0.199,9.644,98.938,-34.241,3
-0.217,0.271,-0.282,20.081,100.830,-37.537,3
-0.245,0.311,-0.253,42.358,94.055,-25.085,3
-0.473,1.531,0.782,102.783,-17.029,-45.532,3
-0.460,1.602,0.780,89.294,-19.897,-86.243,3
-0.366,1.575,0.750,83.496,-28.137,-94.849,3
-0.177,1.621,0.681,76.294,-53.040,-62.012,3
-0.254,1.660,0.677,72.510,-68.909,-16.602,3
-0.456,1.696,0.718,72.266,-90.027,-13.855,3
-0.479,1.802,0.705,61.768,-105.347,-43.701,3
-0.251,1.835,0.700,47.180,-108.704,-92.957,3
-0.127,1.834,0.654,38.269,-108.582,-107.178,3
-0.003,1.826,0.570,20.813,-109.619,-91.553,3
-0.078,1.792,0.487,5.981,-113.342,-52.246,3
-0.235,1.827,0.477,-4.272,-123.596,-31.189,3
-0.206,1.843,0.471,-19.531,-130.371,-32.227,3
-0.164,1.865,0.466,-36.316,-131.836,-40.771,3
-0.076,1.854,0.456,-44.373,-132.324,-38.940,3
0.073,1.849,0.432,-61.707,-131.104,-38.025,3
0.206,1.855,0.443,-76.233,-129.028,-34.790,3
0.349,1.875,0.517,-90.454,-123.840,-30.640,3
0.498,1.802,0.546,-108.887,-115.662,-28.198,3
0.694,1.689,0.490,-124.207,-103.821,-26.123,3
0.798,1.574,0.461,-127.563,-93.262,-5.615,3
0.833,1.505,0.483,-135.803,-86.853,9.094,3
0.817,1.451,0.474,-137.695,-79.224,-2.563,3
0.744,1.326,0.471,-154.419,-61.890,-8.362,3
0.728,1.197,0.467,-143.616,-51.147,-4.578,3
0.726,1.063,0.438,-147.522,-34.729,2.747,3
0.759,0.922,0.353,-146.606,-19.470,8.423,3
0.793,0.872,0.349,-132.080,-7.202,13.062,3
0.725,0.806,0.347,-119.690,11.597,5.249,3
0.611,0.681,0.265,-112.366,27.466,2.930,3
0.519,0.578,0.212,-106.445,35.889,8.423,3
0.508,0.503,0.095,-101.379,48.096,7.874,3
0.501,0.437,0.043,-85.449,62.256,14.954,3
0.515,0.350,-0.019,-76.904,66.711,19.348,3
0.516,0.353,0.031,-60.547,66.040,31.250,3
0.424,0.315,0.043,-59.021,73.364,36.011,3
0.225,0.282,0.013,-67.505,75.195,9.277,3
0.218,0.139,-0.124,-54.077,88.135,-6.042,3
0.134,0.091,-0.197,-34.424,91.797,7.996,3
0.036,0.042,-0.149,-17.090,84.351,23.254,3
-0.036,0.064,-0.143,-8.667,77.698,28.320,3
0.006,0.096,-0.104,-6.409,92.896,29.358,3
-0.017,0.176,-0.056,-10.315,85.632,24.292,3
-0.180,0.197,-0.062,-5.249,98.022,7.935,3
-0.283,0.171,-0.094,-3.723,102.783,-0.366,3
-0.264,0.161,-0.142,-3.540,103.882,-6.897,3
-0.179,0.132,-0.193,0.183,108.032,-20.813,3
-0.197,0.153,-0.213,6.592,118.469,-32.776,3
-0.374,0.170,-0.204,21.973,114.746,-37.231,3
-0.615,0.215,-0.129,37.048,89.233,-27.405,3
-0.584,0.312,-0.066,39.856,71.655,-28.870,3
-0.475,0.337,-0.090,29.541,72.144,-40.649,3
-0.355,0.328,-0.201,27.588,79.956,-55.054,3
-0.145,0.361,-0.246,42.175,88.745,-53.467,3
-0.126,0.483,-0.034,75.134,90.759,-45.044,3
-0.225,0.566,0.234,100.769,85.022,-38.940,3
-0.270,0.625,0.379,110.535,59.509,-15.625,3
-0.364,0.825,0.547,99.609,53.101,-2.869,3
-0.431,0.732,0.345,74.890,55.237,-6.165,3
-0.449,0.767,0.188,77.148,60.486,-24.414,3
-0.497,0.854,0.287,88.379,65.063,-32.043,3
-0.640,1.021,0.498,108.215,41.260,-29.785,3
-0.629,1.229,0.651,104.492,22.461,-13.550,3
-0.540,1.185,0.601,80.994,27.710,-15.625,3
-0.528,1.176,0.546,76.233,31.738,-30.029,3
-0.722,1.114,0.526,74.280,27.588,-38.635,3
-0.777,1.174,0.508,77.942,-16.724,-33.691,3
-0.637,1.206,0.475,70.068,-37.842,-17.395,3
-0.557,1.281,0.464,78.125,-47.729,-45.654,3
-0.514,1.520,0.594,90.576,-57.556,-62.805,3
-0.518,1.652,0.682,79.407,-68.420,-72.754,3
-0.388,1.696,0.572,65.369,-94.299,-83.435,3
-0.278,1.690,0.457,52.246,-107.605,-75.867,3
-0.286,1.829,0.469,46.143,-114.319,-72.083,3
-0.236,1.957,0.482,37.231,-116.638,-64.392,3
-0.210,2.034,0.454,20.630,-126.709,-55.603,3
-0.081,2.063,0.384,6.042,-131.958,-66.895,3
0.052,2.088,0.312,-7.263,-133.057,-61.096,3
0.145,2.086,0.306,-18.066,-130.554,-44.617,3
0.156,2.029,0.300,-35.828,-125.793,-24.963,3
0.165,1.948,0.296,-54.626,-122.314,-22.583,3
0.227,1.790,0.242,-62.439,-119.324,-23.987,3
0.333,1.686,0.222,-72.632,-115.417,-20.691,3
0.440,1.632,0.291,-76.843,-104.248,-3.052,3
0.480,1.596,0.341,-87.219,-104.065,10.559,3
0.520,1.466,0.341,-95.032,-98.083,5.798,3
0.551,1.304,0.263,-103.333,-87.769,-9.949,3
0.600,1.232,0.272,-97.656,-72.449,-20.081,3
0.642,1.219,0.309,-101.563,-56.763,-7.324,3
0.673,1.105,0.265,-105.713,-43.396,9.399,3
0.647,1.009,0.174,-102.173,-34.241,21.057,3
0.610,0.942,0.137,-92.896,-24.780,17.334,3
0.610,0.932,0.118,-84.412,-5.798,9.827,3
0.607,0.972,0.202,-82.458,3.906,6.653,3
0.589,0.952,0.217,-92.468,18.738,3.235,3
0.589,0.792,0.123,-95.947,25.940,-5.432,3
0.586,0.692,0.026,-91.492,42.908,-7.812,3
0.557,0.578,-0.028,-75.195,59.326,-2.686,3
0.497,0.545,-0.021,-62.561,61.035,11.230,3
0.421,0.602,0.034,-62.683,62.866,25.391,3
0.424,0.471,0.023,-64.270,60.364,20.325,3
0.257,0.480,-0.044,-64.575,65.552,3.601,3
0.263,0.313,-0.142,-47.974,82.092,-15.381,3
0.226,0.264,-0.195,-32.288,80.750,-0.244,3
0.221,0.250,-0.186,-16.235,72.327,27.161,3
0.082,0.289,-0.116,-6.470,56.580,47.241,3
0.019,0.385,-0.009,-9.888,61.035,46.143,3
-0.044,0.405,0.035,-18.127,72.388,35.889,3
-0.129,0.325,-0.037,-28.503,85.693,18.921,3
-0.110,0.260,-0.104,-23.132,92.163,7.996,3
-0.062,0.231,-0.196,-18.127,91.858,8.911,3
-0.064,0.253,-0.231,-3.479,92.529,13.428,3
-0.264,0.335,-0.129,14.587,84.839,23.010,3
-0.485,0.446,-0.024,15.259,85.571,16.663,3
-0.469,0.427,-0.037,13.245,99.487,-15.625,3
-0.394,0.374,-0.094,4.700,101.379,-51.086,3
-0.249,0.310,-0.157,0.427,106.567,-68.542,3
-0.321,0.274,-0.182,13.855,105.652,-66.223,3
-0.393,0.348,-0.113,33.997,80.627,-38.940,3
-0.799,1.221,0.746,109.497,1.099,3.174,3
-0.811,1.397,0.824,96.191,-15.320,-9.766,3
-0.755,1.396,0.848,99.426,-17.639,-25.879,3
-0.573,1.348,0.730,80.078,-17.761,-49.988,3
-0.559,1.141,0.655,70.190,-11.353,-54.077,3
-0.663,1.249,0.704,77.881,-52.002,-34.912,3
-0.646,1.443,0.766,81.970,-95.825,-27.893,3
-0.632,1.491,0.734,71.533,-95.703,-69.153,3
-0.563,1.496,0.722,68.726,-104.370,-115.845,3
-0.416,1.692,0.802,63.171,-108.398,-120.544,3
-0.219,1.814,0.805,47.607,-118.286,-109.558,3
-0.121,1.943,0.786,30.823,-130.737,-88.440,3
-0.093,2.017,0.730,10.437,-140.686,-68.787,3
-0.034,1.999,0.619,-10.376,-140.076,-67.078,3
0.070,1.904,0.497,-25.757,-130.859,-71.045,3
0.110,1.885,0.478,-39.917,-131.165,-65.430,3
0.197,1.845,0.469,-55.298,-125.061,-49.072,3
0.298,1.843,0.448,-73.669,-122.986,-25.269,3
0.348,1.804,0.430,-86.548,-118.164,-20.386,3
0.380,1.730,0.425,-91.919,-109.375,-25.452,3
0.441,1.612,0.421,-103.516,-104.248,-23.376,3
0.540,1.543,0.454,-115.234,-94.055,-15.198,3
0.594,1.422,0.434,-119.385,-80.322,-13.306,3
0.654,1.328,0.400,-121.826,-67.322,-11.169,3
0.599,1.250,0.398,-122.009,-60.547,-8.057,3
0.641,1.104,0.339,-123.657,-44.250,-2.808,3
0.641,1.044,0.342,-126.648,-41.077,2.197,3
0.640,1.030,0.365,-127.014,-24.414,-2.747,3
0.587,0.931,0.346,-128.784,-8.728,-10.559,3
0.567,0.809,0.246,-130.859,6.042,-12.878,3
0.520,0.687,0.128,-124.084,21.912,-11.353,3
0.516,0.589,0.082,-106.262,33.142,-15.320,3
0.470,0.564,0.091,-92.468,39.917,-12.634,3
0.418,0.586,0.141,-89.905,42.786,-9.033,3
0.340,0.539,0.141,-89.905,47.424,-2.319,3
0.336,0.436,0.056,-87.830,54.443,-3.601,3
0.245,0.281,-0.045,-77.148,65.491,-9.216,3
0.309,0.083,-0.161,-55.725,81.482,-18.982,3
0.236,0.211,-0.207,-37.781,89.050,-58.899,3
0.196,0.170,-0.200,-9.583,101.196,-56.274,3
0.142,0.221,-0.120,-8.728,102.966,-25.085,3
0.081,0.219,-0.109,-16.113,90.576,-5.188,3
-0.019,0.240,-0.139,-14.526,78.491,-2.075,3
-0.125,0.254,-0.144,-9.521,76.843,7.690,3
-0.164,0.268,-0.149,-4.150,80.078,7.019,3
-0.149,0.327,-0.135,-4.272,81.787,0.732,3
-0.029,0.272,-0.162,-8.423,91.064,-11.841,3
-0.025,0.312,-0.171,-5.127,106.567,-24.414,3
-0.230,0.361,-0.109,7.690,110.046,-23.743,3
-0.351,0.430,-0.071,7.141,91.492,-7.629,3
-0.270,0.390,-0.143,3.845,83.801,-4.578,3
-0.184,0.341,-0.201,9.277,96.008,-22.034,3
-0.255,0.353,-0.217,34.851,106.384,-43.823,3
-0.434,0.509,-0.043,59.448,96.436,-32.104,3
-0.488,0.585,0.069,59.387,91.125,-12.085,3
-0.453,0.516,0.024,53.772,80.505,-13.611,3
-0.436,0.497,-0.047,59.448,70.007,-23.315,3
-0.437,0.492,-0.033,78.247,68.542,-31.555,3
-0.327,0.617,0.040,99.304,70.129,-34.607,3
-0.359,0.821,0.295,106.873,65.552,-33.569,3
-0.450,1.041,0.457,106.262,55.054,-24.109,3
-0.405,1.023,0.392,84.290,51.208,-15.442,3
-0.585,1.017,0.258,77.332,39.001,-3.784,3
-0.674,1.187,0.317,87.036,15.625,14.099,3
-0.696,1.279,0.353,77.942,11.963,6.287,3
-0.722,1.278,0.344,78.186,3.906,-23.315,3
-0.631,1.311,0.377,74.341,1.343,-29.236,3
-0.665,1.245,0.321,63.965,-2.014,-35.339,3
-0.627,1.166,0.215,63.904,-40.283,-26.245,3
-0.626,1.224,0.189,66.345,-61.340,-4.578,3
-0.638,1.369,0.329,77.332,-69.824,-38.757,3
-0.483,1.492,0.452,71.899,-74.707,-76.660,3
-0.272,1.520,0.457,57.739,-77.820,-84.778,3
-0.236,1.532,0.449,48.523,-91.370,-78.857,3
-0.216,1.661,0.434,43.213,-122.192,-44.983,3
-0.143,1.703,0.405,33.386,-124.084,-44.922,3
-0.037,1.719,0.368,28.076,-115.479,-67.444,3
0.012,1.809,0.388,18.616,-117.249,-61.157,3
0.034,1.842,0.429,13.367,-118.530,-42.725,3
0.055,1.831,0.362,-3.357,-116.882,-33.875,3
0.076,1.798,0.265,-17.944,-122.559,-16.968,3
0.099,1.763,0.166,-25.208,-122.559,-2.014,3
0.144,1.740,0.133,-28.320,-120.483,-2.197,3
0.212,1.732,0.185,-31.372,-114.990,-10.681,3
0.315,1.689,0.213,-40.466,-109.741,-8.240,3
0.402,1.637,0.182,-50.903,-106.934,-3.418,3
0.473,1.556,0.210,-58.716,-96.802,-3.967,3
0.531,1.432,0.249,-64.453,-84.167,-7.568,3
0.607,1.294,0.238,-67.688,-71.472,-4.700,3
0.687,1.237,0.271,-68.237,-58.716,-2.319,3
0.722,1.179,0.280,-76.416,-41.809,4.272,3
0.758,1.139,0.254,-79.102,-34.912,6.958,3
0.767,1.059,0.239,-83.374,-23.987,14.954,3
0.713,0.990,0.235,-85.266,-17.395,18.799,3
0.683,0.881,0.202,-80.139,-7.751,15.076,3
0.605,0.783,0.184,-81.299,3.479,4.639,3
0.536,0.692,0.125,-81.360,8.667,1.953,3
0.521,0.615,0.037,-82.642,18.494,9.644,3
0.528,0.605,0.000,-80.139,28.320,17.151,3
0.505,0.593,-0.011,-79.468,34.912,16.479,3
0.427,0.528,-0.027,-78.003,41.382,9.888,3
0.399,0.474,-0.082,-69.153,60.669,-8.789,3
0.360,0.361,-0.149,-53.894,73.303,-9.827,3
0.232,0.327,-0.107,-42.297,64.270,9.521,3
0.189,0.359,-0.078,-38.513,57.678,22.644,3
0.113,0.353,-0.077,-41.321,64.697,23.987,3
0.023,0.320,-0.114,-41.260,73.120,12.207,3
-0.000,0.293,-0.145,-38.086,80.444,5.554,3
-0.035,0.242,-0.171,-29.114,83.862,3.052,3
-0.047,0.245,-0.154,-22.644,84.167,7.507,3
-0.076,0.328,-0.091,-11.597,85.205,9.705,3
-0.053,0.352,-0.114,-9.949,92.957,7.080,3
-0.080,0.308,-0.156,-4.456,103.149,-9.583,3
-0.163,0.329,-0.154,7.385,109.619,-15.747,3
-0.351,0.405,-0.085,20.447,102.356,-10.559,3
-0.485,0.497,-0.033,26.794,87.036,-7.080,3
-0.440,0.511,-0.067,21.362,81.543,-17.822,3
-0.335,0.457,-0.177,16.968,89.966,-33.569,3
-0.234,0.394,-0.251,32.166,101.318,-50.171,3
-0.607,1.281,0.678,98.328,-23.315,-71.594,3
-0.573,1.379,0.673,91.064,-49.194,-53.345,3
-0.567,1.511,0.693,93.933,-72.571,-60.486,3
-0.551,1.542,0.692,94.543,-79.163,-85.510,3
-0.598,1.715,0.721,90.393,-93.445,-88.562,3
-0.423,1.892,0.739,73.669,-107.483,-100.769,3
-0.227,2.003,0.727,55.664,-114.380,-116.882,3
-0.152,2.118,0.726,38.757,-125.854,-108.765,3
-0.140,2.129,0.663,20.996,-131.958,-98.938,3
-0.078,2.192,0.656,0.732,-141.968,-87.463,3
0.083,2.138,0.579,-23.499,-137.878,-74.890,3
0.159,2.037,0.513,-45.471,-136.292,-73.303,3
0.225,1.908,0.490,-60.547,-127.747,-60.608,3
0.330,1.864,0.502,-72.693,-120.300,-42.236,3
0.384,1.733,0.527,-78.430,-119.141,-21.606,3
0.388,1.683,0.615,-93.994,-119.019,-17.151,3
0.440,1.534,0.593,-112.488,-110.901,-24.719,3
0.536,1.367,0.525,-122.253,-96.680,-16.968,3
0.618,1.272,0.490,-129.700,-98.145,-6.165,3
0.647,1.224,0.469,-127.441,-91.675,-9.399,3
0.663,1.194,0.482,-125.732,-72.632,-11.475,3
0.698,1.126,0.474,-127.441,-54.077,-17.822,3
0.709,1.057,0.424,-130.005,-37.964,-23.804,3
0.760,0.953,0.337,-130.310,-26.001,-15.808,3
0.778,0.932,0.327,-125.916,-16.846,-1.099,3
0.776,0.885,0.344,-125.244,2.014,2.625,3
0.755,0.840,0.335,-126.892,22.095,2.869,3
0.710,0.734,0.280,-130.737,30.090,4.150,3
0.706,0.609,0.182,-126.709,38.391,8.972,3
0.727,0.496,0.098,-117.432,47.058,18.921,3
0.671,0.357,-0.015,-99.121,62.683,20.935,3
0.468,0.320,-0.032,-77.087,65.552,15.564,3
0.463,0.168,-0.066,-60.303,72.205,10.132,3
0.436,0.164,-0.089,-39.368,82.336,-7.385,3
0.392,0.138,-0.060,-25.208,94.177,-15.503,3
0.302,0.136,-0.045,-21.179,93.384,-3.296,3
0.160,0.022,-0.045,-10.071,81.482,7.812,3
0.101,0.015,-0.074,4.272,53.467,16.785,3
0.162,0.059,-0.069,5.493,51.575,3.967,3
0.215,0.046,-0.107,13.672,81.177,-3.540,3
0.005,0.031,-0.055,20.386,100.281,-9.399,3
-0.051,0.043,-0.023,31.067,99.792,1.770,3
-0.104,0.118,0.021,28.259,103.760,14.771,3
-0.176,0.129,0.035,25.085,121.582,2.991,3
-0.164,0.122,-0.064,28.687,132.019,-7.202,3
-0.247,0.134,-0.056,47.180,137.634,-20.630,3
-0.431,0.201,0.030,56.702,122.009,-20.020,3
-0.488,0.215,0.125,68.054,118.286,-22.400,3
-0.493,0.216,0.196,71.960,122.986,-23.010,3
-0.459,0.246,0.242,88.867,130.005,-35.522,3
-0.550,0.420,0.114,113.586,120.483,-46.021,3
-0.704,0.505,0.138,131.226,75.378,-27.527,3
-0.734,0.588,0.320,134.766,57.007,4.700,3
-0.623,0.657,0.448,138.794,57.251,8.118,3
-0.612,0.777,0.735,155.334,49.011,-0.977,3
-0.550,0.912,0.895,155.579,48.035,-12.817,3
-0.642,1.006,0.817,148.437,46.570,-21.057,3
-0.699,0.966,0.559,137.817,42.053,-29.968,3
-0.603,1.022,0.555,135.620,14.648,-13.245,3
-0.618,1.169,0.784,129.395,8.850,-14.771,3
-0.642,1.228,0.900,120.789,-0.305,-33.264,3
-0.654,1.278,0.916,107.666,-13.123,-46.082,3
-0.667,1.372,0.960,108.337,-24.780,-58.167,3
-0.652,1.483,0.978,99.426,-43.030,-78.369,3
-0.467,1.499,0.931,86.365,-52.612,-95.703,3
-0.368,1.368,0.896,57.800,-53.650,-83.557,3
-0.516,1.081,0.818,45.349,-68.298,-71.045,3
-0.446,1.256,0.730,60.913,-122.253,-62.256,3
-0.358,1.438,0.849,51.453,-120.361,-85.205,3
-0.129,1.670,0.943,48.401,-108.643,-151.428,3
0.127,1.751,0.913,31.372,-106.018,-133.301,3
0.033,1.796,1.001,10.986,-110.107,-86.731,3
0.095,1.885,1.021,-6.287,-124.084,-77.332,3
0.212,1.858,0.920,-32.227,-121.521,-66.589,3
0.320,1.836,0.844,-43.762,-116.943,-56.946,3
0.318,1.881,0.860,-56.152,-117.676,-51.392,3
0.329,1.920,0.888,-65.979,-112.915,-45.593,3
0.367,1.844,0.865,-87.830,-106.628,-43.091,3
0.457,1.740,0.776,-109.253,-103.027,-39.001,3
0.537,1.595,0.693,-125.000,-98.206,-33.264,3
0.619,1.554,0.701,-132.874,-90.271,-28.748,3
0.665,1.511,0.732,-140.259,-80.566,-28.076,3
0.721,1.377,0.723,-150.452,-72.388,-25.940,3
0.783,1.239,0.666,-158.936,-58.594,-27.283,3
0.816,1.079,0.587,-161.255,-44.434,-23.560,3
0.828,0.948,0.514,-156.555,-31.128,-19.348,3
0.793,0.855,0.491,-146.973,-21.851,-20.386,3
0.827,0.729,0.406,-136.902,6.165,-15.747,3
0.834,0.603,0.361,-121.094,19.409,3.723,3
0.804,0.573,0.348,-115.967,17.273,16.296,3
0.730,0.558,0.368,-110.840,11.414,27.710,3
0.601,0.490,0.361,-110.535,29.724,18.066,3
0.560,0.395,0.241,-107.910,54.321,7.263,3
0.574,0.334,0.119,-109.619,72.876,5.737,3
0.469,0.244,0.023,-96.558,79.407,6.287,3
