aX,aY,aZ,gX,gY,gZ,label
-0.770,1.339,0.394,60.120,-12.085,-29.724,3
-0.832,1.444,0.417,62.073,-41.565,-34.546,3
-0.748,1.447,0.543,58.472,-30.762,-51.208,3
-0.615,1.408,0.692,47.913,-33.447,-54.504,3
-0.503,1.425,0.619,28.625,-43.091,-51.880,3
-0.469,1.381,0.485,15.747,-52.246,-48.767,3
-0.422,1.352,0.397,10.559,-58.777,-47.241,3
-0.455,1.307,0.368,7.812,-70.190,-47.852,3
-0.411,1.286,0.353,5.066,-57.800,-52.856,3
-0.359,1.275,0.356,4.272,-67.505,-56.885,3
-0.261,1.276,0.342,2.197,-68.359,-60.242,3
-0.111,1.311,0.326,-1.343,-69.702,-63.416,3
0.027,1.327,0.380,-6.714,-67.688,-63.660,3
0.129,1.350,0.348,-14.587,-63.721,-59.387,3
0.231,1.375,0.351,-18.738,-63.782,-51.575,3
0.324,1.387,0.394,-22.034,-72.937,-36.865,3
0.338,1.367,0.372,-29.480,-72.937,-24.902,3
0.356,1.360,0.307,-34.668,-74.707,-17.578,3
0.377,1.324,0.302,-34.363,-66.833,-16.968,3
0.439,1.272,0.404,-40.344,-50.537,-16.357,3
0.488,1.227,0.333,-52.551,-41.199,-13.733,3
0.520,1.200,0.198,-58.960,-43.457,-6.775,3
0.503,1.133,0.127,-55.298,-43.518,-0.549,3
0.430,1.122,0.121,-50.171,-27.771,-0.916,3
0.441,1.061,0.163,-48.584,-18.188,-2.441,3
0.479,1.012,0.148,-49.255,-5.066,-0.549,3
0.472,0.951,0.196,-53.040,-0.427,6.592,3
0.430,0.927,0.155,-60.364,2.014,13.000,3
0.388,0.905,0.117,-63.416,0.610,17.456,3
0.334,0.877,0.034,-65.491,10.925,18.127,3
0.305,0.850,-0.008,-61.707,21.118,19.287,3
0.245,0.824,-0.000,-57.434,25.879,23.560,3
0.191,0.780,-0.002,-54.504,24.597,25.513,3
0.170,0.776,-0.032,-54.016,29.358,23.315,3
0.155,0.767,-0.097,-53.284,34.546,21.912,3
0.161,0.724,-0.161,-48.340,42.969,21.790,3
0.132,0.691,-0.181,-36.926,45.959,24.170,3
0.151,0.683,-0.105,-24.353,45.593,26.733,3
0.134,0.628,-0.028,-17.273,40.771,34.790,3
0.069,0.569,-0.017,-19.409,43.274,36.011,3
0.089,0.520,-0.062,-19.897,58.411,34.302,3
0.052,0.492,-0.084,-16.113,66.223,36.438,3
0.011,0.480,-0.099,-7.629,62.744,42.725,3
-0.086,0.475,-0.109,-4.211,57.678,45.471,3
-0.184,0.443,-0.065,2.075,45.471,48.706,3
-0.237,0.421,-0.028,3.479,45.837,47.974,3
-0.265,0.387,-0.040,-1.343,52.307,41.748,3
-0.270,0.409,-0.088,-3.357,59.753,36.499,3
-0.298,0.439,-0.076,0.977,63.538,35.461,3
-0.542,1.269,0.800,85.693,-4.944,-36.987,3
-0.569,1.210,0.888,73.425,-20.935,-32.166,3
-0.535,1.238,0.881,56.274,-27.039,-34.180,3
-0.508,1.289,0.776,47.058,-28.687,-35.095,3
-0.448,1.329,0.591,33.447,-25.085,-39.185,3
-0.415,1.331,0.555,31.250,-26.672,-37.598,3
-0.355,1.313,0.641,29.480,-36.316,-33.081,3
-0.345,1.278,0.715,23.071,-48.645,-29.602,3
-0.318,1.255,0.704,6.165,-51.880,-30.823,3
-0.314,1.242,0.536,-9.583,-48.523,-36.560,3
-0.289,1.237,0.367,-17.273,-39.917,-41.443,3
-0.193,1.255,0.315,-11.536,-37.842,-40.039,3
-0.134,1.234,0.396,-3.235,-54.321,-29.541,3
-0.134,1.224,0.457,-2.441,-78.918,-18.494,3
-0.128,1.249,0.439,-9.460,-84.656,-16.357,3
-0.178,1.246,0.341,-17.761,-75.684,-21.484,3
-0.133,1.274,0.266,-17.639,-64.819,-32.593,3
-0.028,1.285,0.242,-12.024,-60.242,-36.865,3
0.113,1.272,0.423,-6.348,-63.965,-31.738,3
0.094,1.217,0.562,-15.625,-70.618,-19.409,3
0.063,1.217,0.419,-34.424,-59.204,-21.973,3
0.106,1.216,0.306,-39.856,-52.185,-29.053,3
0.179,1.225,0.262,-32.043,-52.551,-31.799,3
0.222,1.174,0.373,-21.851,-59.265,-28.687,3
0.273,1.130,0.495,-23.132,-45.837,-27.710,3
0.264,1.031,0.463,-32.288,-32.593,-21.973,3
0.228,1.034,0.410,-43.884,-22.034,-27.832,3
0.276,1.012,0.294,-45.471,-21.484,-30.396,3
0.294,0.990,0.255,-38.330,-32.837,-30.029,3
0.357,0.937,0.333,-32.654,-22.034,-26.672,3
0.354,0.894,0.392,-37.537,-6.226,-24.658,3
0.419,0.890,0.337,-47.180,4.395,-19.592,3
0.419,0.891,0.260,-52.002,1.953,-9.827,3
0.413,0.884,0.211,-51.025,-2.869,-1.221,3
0.377,0.864,0.162,-48.218,6.714,3.357,3
0.354,0.851,0.126,-43.823,19.287,5.188,3
0.361,0.846,0.108,-38.574,22.949,9.460,3
0.341,0.818,0.102,-36.377,24.658,12.512,3
0.335,0.802,0.100,-32.898,26.672,19.470,3
0.265,0.776,0.090,-29.053,26.672,28.259,3
0.212,0.755,0.048,-28.625,37.354,31.128,3
0.115,0.737,0.037,-24.292,46.082,34.424,3
0.088,0.708,0.020,-25.513,42.358,34.058,3
0.068,0.666,-0.004,-26.672,37.109,33.264,3
0.085,0.658,-0.028,-23.804,45.227,32.166,3
0.066,0.653,-0.075,-19.897,45.837,33.081,3
0.051,0.663,-0.057,-7.812,44.678,38.330,3
0.032,0.624,0.011,-1.404,43.030,43.274,3
0.038,0.589,0.050,-3.845,49.072,45.471,3
0.028,0.563,0.045,-9.705,48.828,53.101,3
-0.109,0.517,0.039,-12.268,41.138,64.880,3
-0.218,0.516,0.015,-11.780,33.936,68.237,3
-0.232,0.513,0.014,-10.864,29.602,70.496,3
-0.306,0.496,0.026,-10.925,32.288,70.190,3
-0.361,0.512,0.026,-11.780,37.170,67.200,3
-0.425,0.551,0.053,-11.414,35.889,63.599,3
-0.467,0.562,0.084,-10.864,33.936,60.181,3
-0.444,0.560,0.055,-13.733,46.082,53.162,3
-0.524,0.607,0.008,-13.245,52.490,49.744,3
-0.517,0.631,-0.016,-9.644,60.425,38.879,3
-0.527,0.627,-0.016,-5.920,52.124,27.161,3
-0.545,0.616,0.021,-2.930,61.584,18.433,3
-0.537,0.643,0.034,0.854,64.575,16.418,3
-0.580,0.699,0.095,4.211,56.213,16.907,3
-0.633,0.667,0.111,5.127,31.006,15.259,3
-0.473,0.613,0.065,6.592,34.058,3.723,3
-0.333,0.535,-0.057,5.371,64.575,-8.911,3
-0.324,0.616,-0.111,15.259,75.195,-7.935,3
-0.548,0.690,-0.016,37.354,36.194,14.221,3
-0.646,0.699,0.130,49.866,-0.183,25.574,3
-0.758,0.697,0.154,46.997,-2.747,11.475,3
-0.708,0.724,0.128,37.231,18.433,-2.197,3
-0.583,0.788,0.031,31.860,57.739,-21.545,3
-0.615,0.826,0.084,42.236,59.875,-23.499,3
-0.606,0.856,0.167,54.565,38.818,-26.672,3
-0.564,0.861,0.269,57.251,21.667,-27.222,3
-0.507,0.894,0.306,53.528,20.386,-28.015,3
-0.550,0.975,0.327,49.805,18.494,-21.240,3
-0.618,0.989,0.340,52.856,5.188,-15.320,3
-0.676,1.008,0.431,58.472,-6.531,-14.099,3
-0.725,1.042,0.576,62.500,-23.621,-12.695,3
-0.705,1.150,0.565,54.077,-16.785,-18.921,3
-0.674,1.196,0.444,43.518,-9.521,-26.123,3
-0.689,1.191,0.425,44.373,-9.094,-31.006,3
-0.658,1.158,0.502,49.011,-20.142,-35.767,3
-0.593,1.127,0.564,49.377,-26.428,-39.551,3
-0.501,1.133,0.525,40.039,-17.700,-44.067,3
-0.451,1.172,0.410,33.264,-13.611,-46.509,3
-0.404,1.178,0.317,35.339,-14.282,-44.800,3
-0.384,1.159,0.374,43.823,-21.484,-40.649,3
-0.413,1.160,0.469,46.570,-26.611,-36.865,3
-0.415,1.203,0.589,41.260,-29.114,-42.786,3
-0.382,1.214,0.617,35.156,-30.945,-49.744,3
-0.278,1.223,0.590,22.827,-33.875,-50.598,3
-0.228,1.198,0.478,14.038,-49.561,-38.574,3
-0.313,1.171,0.440,11.719,-63.538,-18.433,3
-0.423,1.162,0.403,11.047,-73.608,-12.329,3
-0.397,1.211,0.461,12.939,-72.388,-25.330,3
-0.258,1.260,0.579,10.193,-68.359,-38.086,3
-0.165,1.312,0.643,-0.610,-61.890,-39.063,3
-0.130,1.342,0.623,-13.916,-55.298,-36.926,3
-0.097,1.382,0.535,-21.851,-51.880,-38.635,3
-0.023,1.378,0.473,-21.790,-51.270,-40.588,3
0.051,1.349,0.495,-21.484,-54.749,-43.091,3
0.082,1.292,0.589,-24.536,-48.218,-42.297,3
0.106,1.238,0.658,-39.185,-32.837,-39.734,3
0.152,1.169,0.557,-61.340,-24.780,-39.246,3
0.234,1.133,0.334,-74.524,-35.950,-31.555,3
0.231,1.094,0.238,-70.129,-47.363,-24.048,3
0.236,1.070,0.273,-64.026,-39.978,-24.536,3
0.268,1.042,0.276,-62.256,-26.123,-27.039,3
0.364,1.001,0.366,-64.758,-19.958,-24.780,3
0.379,0.954,0.359,-75.012,-8.606,-12.939,3
0.315,0.908,0.232,-83.069,-2.502,-3.174,3
0.298,0.872,0.117,-79.590,-0.916,-1.953,3
0.334,0.843,0.122,-72.205,-1.099,-0.305,3
0.334,0.820,0.138,-68.237,5.981,6.042,3
0.284,0.780,0.115,-68.298,16.174,11.353,3
0.251,0.752,0.056,-65.918,21.912,14.771,3
-1.997,0.660,-0.179,-57.800,-44.800,108.398,0
-1.888,0.676,-0.250,-42.969,-59.082,35.522,0
-1.834,0.637,-0.275,-36.804,-57.251,-19.592,0
-1.718,0.576,-0.304,-22.644,-50.049,-46.814,0
-1.661,0.494,-0.306,-8.667,-51.270,-105.164,0
-1.351,0.464,-0.291,4.700,-53.650,-167.542,0
-1.006,0.440,-0.272,13.000,-42.297,-220.093,0
-0.577,0.434,-0.290,21.606,-14.282,-266.541,0
-0.095,0.498,-0.352,30.029,5.554,-293.518,0
0.369,0.523,-0.374,37.048,28.564,-304.260,0
0.653,0.547,-0.366,40.344,35.889,-303.284,0
1.190,0.564,-0.305,36.743,52.673,-281.006,0
1.670,0.611,-0.401,14.404,77.026,-233.276,0
2.160,0.760,-0.646,11.658,47.852,-145.203,0
2.146,0.801,-0.742,22.583,-25.513,-36.987,0
1.759,0.685,-0.655,36.987,-36.438,40.222,0
1.439,0.610,-0.470,41.138,6.165,82.397,0
1.257,0.589,-0.339,23.682,17.395,115.784,0
0.876,0.628,-0.345,20.569,18.677,155.396,0
0.715,0.638,-0.176,28.442,9.766,182.800,0
0.219,0.673,-0.048,41.504,-4.578,236.877,0
-0.167,0.743,0.085,35.400,-8.423,283.203,0
-0.767,0.645,0.167,17.639,-28.931,327.271,0
-1.379,0.564,0.306,10.925,-67.505,337.646,0
-2.088,0.354,0.280,-27.527,-65.063,304.443,0
-2.475,0.416,-0.027,-53.711,-43.030,217.346,0
-2.505,0.524,-0.154,-43.335,-59.326,104.492,0
-2.489,0.491,-0.323,-50.842,-15.381,-5.432,0
-2.160,0.457,-0.454,-17.395,-35.706,-93.201,0
-1.749,0.480,-0.359,7.263,-37.292,-151.428,0
-1.359,0.430,-0.229,22.400,-31.006,-203.247,0
-0.948,0.438,-0.137,32.532,-10.498,-247.314,0
-0.584,0.365,-0.142,21.118,8.545,-296.021,0
-0.120,0.446,-0.232,5.066,39.368,-337.952,0
0.371,0.445,-0.419,0.671,65.491,-367.615,0
0.963,0.425,-0.599,-9.155,120.667,-363.770,0
1.718,0.538,-0.860,-6.104,111.816,-309.387,0
1.948,0.595,-0.828,25.452,51.514,-194.641,0
1.919,0.584,-0.702,52.795,1.343,-89.111,0
1.813,0.591,-0.680,64.880,-14.099,-5.981,0
1.575,0.521,-0.690,63.843,-17.273,56.335,0
1.366,0.609,-0.566,58.960,-14.465,87.646,0
1.284,0.646,-0.462,63.049,-15.015,108.582,0
1.032,0.669,-0.205,72.937,-22.522,161.316,0
0.736,0.648,0.080,73.181,-12.695,214.478,0
0.154,0.562,0.207,47.302,-13.428,269.531,0
-0.355,0.619,0.309,20.630,-39.368,298.035,0
-0.828,0.652,0.132,5.371,-71.777,330.994,0
-1.370,0.606,0.387,-1.709,-97.351,342.773,0
-1.918,0.432,0.198,-39.978,-74.951,331.787,0
-2.368,0.279,0.093,-53.101,-34.424,263.306,0
-2.736,0.464,-0.110,-44.678,-66.650,191.772,0
-2.556,0.505,-0.131,-26.428,-102.417,57.617,0
-2.261,0.446,-0.348,-46.997,-7.690,-53.406,0
-1.911,0.461,-0.323,-32.715,6.226,-132.446,0
-1.425,0.433,-0.289,-9.705,-25.146,-194.214,0
-1.046,0.387,-0.261,7.568,-15.991,-246.887,0
-0.592,0.422,-0.219,9.155,25.330,-300.415,0
-0.160,0.343,-0.250,-5.493,77.881,-346.497,0
0.586,0.328,-0.444,-27.588,129.944,-381.775,0
1.584,0.424,-0.736,-36.621,119.507,-344.666,0
2.256,0.585,-0.937,-26.550,55.847,-220.215,0
2.273,0.673,-0.846,11.597,-29.602,-71.289,0
1.840,0.635,-0.759,38.696,-71.960,39.612,0
1.492,0.613,-0.681,41.016,-33.936,89.294,0
1.202,0.603,-0.554,41.260,9.033,114.563,0
0.891,0.626,-0.352,50.781,18.616,147.400,0
0.667,0.709,-0.141,58.655,13.611,187.866,0
0.497,0.706,-0.043,61.340,2.808,242.310,0
-0.017,0.679,0.138,55.420,-0.183,268.372,0
-0.755,0.602,0.283,38.940,-13.855,310.974,0
-1.546,0.573,0.391,20.508,-69.763,327.454,0
-1.987,0.511,0.299,-11.902,-114.990,290.039,0
-2.395,0.538,-0.040,-45.776,-101.868,219.910,0
-2.662,0.507,-0.303,-40.161,-30.518,127.380,0
-2.480,0.516,-0.375,-20.386,-19.409,4.639,0
-1.989,0.487,-0.233,-3.479,-20.142,-96.619,0
-1.630,0.444,-0.102,-0.610,-5.310,-158.997,0
-1.213,0.452,-0.075,-3.174,-0.549,-209.412,0
-0.840,0.455,-0.125,-7.874,8.362,-252.014,0
-0.473,0.465,-0.219,-14.709,31.555,-293.396,0
-0.087,0.427,-0.293,-22.522,57.983,-333.984,0
0.413,0.354,-0.388,-34.729,101.624,-367.859,0
1.223,0.306,-0.612,-47.607,136.108,-363.708,0
2.042,0.440,-0.966,-53.650,110.229,-278.442,0
2.471,0.585,-1.046,-26.794,33.142,-135.376,0
2.452,0.547,-0.905,11.414,-40.710,13.489,0
1.975,0.540,-0.862,23.499,-34.485,105.286,0
1.522,0.514,-0.836,38.574,-34.851,131.287,0
1.101,0.510,-0.666,48.401,-17.029,162.354,0
0.843,0.590,-0.414,70.435,-19.287,194.458,0
0.526,0.596,-0.077,87.219,-15.686,237.183,0
0.119,0.618,0.126,76.172,-0.305,288.452,0
-0.749,0.536,0.278,56.458,-20.142,340.698,0
-1.496,0.507,0.405,34.790,-80.994,355.530,0
-1.677,0.503,0.192,6.348,-153.320,336.731,0
-2.146,0.427,0.064,-7.019,-158.508,316.956,0
-2.726,0.350,-0.233,-31.433,-79.651,219.849,0
-2.816,0.498,-0.408,-27.649,-42.236,73.181,0
-2.303,0.442,-0.351,-3.601,-23.499,-52.124,0
-1.828,0.447,-0.239,1.343,14.221,-132.812,0
-1.416,0.444,-0.164,4.395,-1.099,-184.570,0
-1.041,0.429,-0.151,6.958,-10.498,-228.760,0
-0.621,0.433,-0.197,5.005,10.742,-273.010,0
-0.256,0.413,-0.263,-2.869,53.955,-315.430,0
0.285,0.425,-0.404,-13.489,92.773,-350.830,0
0.780,0.453,-0.587,-16.663,112.427,-348.816,0
1.408,0.469,-0.682,-18.127,133.301,-319.397,0
2.111,0.575,-0.870,-12.451,83.191,-219.421,0
2.086,0.629,-0.802,15.503,-6.836,-82.275,0
1.824,0.628,-0.686,32.043,-35.278,24.109,0
1.664,0.645,-0.638,34.546,-36.560,89.417,0
1.335,0.671,-0.593,30.823,-28.625,106.567,0
1.021,0.670,-0.472,39.001,-16.663,143.311,0
0.847,0.694,-0.247,49.866,-6.104,176.392,0
0.592,0.702,-0.066,56.885,-14.404,232.849,0
0.132,0.697,0.101,46.265,-24.048,290.649,0
-0.541,0.564,0.181,24.780,-47.852,344.543,0
-1.281,0.426,0.236,12.695,-89.905,366.760,0
1.582,0.826,-0.580,-3.601,53.894,-61.951,0
1.600,0.797,-0.486,17.212,-22.949,46.936,0
1.316,0.751,-0.346,24.719,-60.486,139.282,0
1.101,0.724,-0.314,19.165,-52.307,201.965,0
0.704,0.729,-0.262,19.043,-48.828,225.769,0
0.293,0.741,-0.120,19.043,-45.288,266.541,0
-0.186,0.700,0.035,13.428,-39.856,308.411,0
-0.812,0.584,0.108,-3.174,-41.016,343.079,0
-1.528,0.410,0.120,-21.484,-57.617,349.976,0
-2.096,0.348,-0.024,-35.278,-99.121,302.002,0
-2.473,0.375,-0.299,-43.945,-118.835,197.327,0
-2.486,0.401,-0.539,-33.630,-90.027,68.848,0
-2.245,0.370,-0.589,-21.301,-33.997,-54.749,0
-1.897,0.309,-0.463,1.465,-20.325,-153.442,0
-1.403,0.342,-0.359,21.057,-24.109,-231.140,0
-0.970,0.347,-0.272,32.166,-11.353,-294.250,0
-0.507,0.354,-0.207,31.372,26.428,-346.802,0
-0.019,0.354,-0.234,14.343,89.417,-393.677,0
0.582,0.248,-0.399,-2.747,153.503,-423.828,0
1.428,0.302,-0.657,-17.578,174.744,-402.222,0
2.225,0.490,-0.957,-14.038,128.296,-300.598,0
2.601,0.616,-0.954,22.766,18.921,-125.122,0
2.453,0.705,-0.732,46.448,-45.471,55.359,0
1.796,0.608,-0.426,64.941,-97.900,108.276,0
1.278,0.620,-0.445,39.978,-73.364,153.442,0
1.039,0.674,-0.463,27.405,-24.109,168.213,0
0.801,0.730,-0.205,31.372,-28.687,193.604,0
0.507,0.721,0.022,31.677,-42.847,248.230,0
0.208,0.644,0.085,12.634,-40.955,311.157,0
-0.051,0.586,0.062,1.099,-42.358,368.347,0
-0.655,0.426,-0.021,-19.104,-43.213,384.888,0
-1.258,0.254,-0.139,-33.447,-46.021,397.095,0
-1.975,0.151,-0.197,-22.339,-77.087,359.863,0
-2.581,0.139,-0.327,-22.827,-85.815,251.770,0
-2.655,0.274,-0.463,-14.587,-55.908,109.863,0
-2.401,0.245,-0.564,-14.893,-7.324,-20.935,0
-2.013,0.246,-0.528,-2.808,-0.977,-119.202,0
-1.655,0.306,-0.430,18.494,-23.071,-187.683,0
-1.266,0.367,-0.330,34.912,-20.142,-246.948,0
-0.885,0.372,-0.242,43.884,10.315,-308.167,0
-0.390,0.422,-0.098,41.870,37.170,-366.516,0
-0.006,0.316,-0.126,21.179,86.975,-407.288,0
0.466,0.225,-0.344,-14.709,171.631,-451.294,0
1.211,0.108,-0.636,-42.175,229.797,-462.891,0
2.264,0.251,-1.045,-57.251,218.445,-385.742,0
3.116,0.597,-1.220,-36.743,110.596,-197.693,0
2.492,0.523,-0.958,35.889,-62.317,45.532,0
1.616,0.428,-0.721,65.918,-117.432,164.978,0
1.433,0.458,-0.676,53.650,-53.772,180.603,0
1.118,0.534,-0.600,47.058,-38.696,182.251,0
0.876,0.563,-0.312,60.059,-42.542,206.055,0
0.702,0.627,-0.079,67.017,-42.419,251.770,0
0.417,0.636,0.125,54.321,-17.456,310.242,0
-0.282,0.484,0.189,25.452,-27.954,379.395,0
-1.263,0.224,0.187,-3.601,-58.411,420.410,0
-1.800,0.247,0.093,-11.475,-135.254,396.240,0
-1.953,0.259,-0.018,-20.935,-185.913,335.632,0
-2.521,0.204,-0.339,-39.490,-97.351,223.145,0
-2.889,0.238,-0.638,-40.039,-17.883,55.542,0
-2.666,0.328,-0.666,-24.109,-16.968,-18.311,0
-2.151,0.297,-0.526,5.554,7.751,-125.244,0
-1.680,0.338,-0.383,26.123,10.925,-195.190,0
-1.228,0.378,-0.258,40.527,-12.268,-250.366,0
-0.846,0.388,-0.133,43.884,2.747,-296.570,0
-0.432,0.376,-0.058,33.325,45.715,-345.154,0
0.035,0.388,-0.126,10.254,98.450,-388.489,0
0.563,0.314,-0.360,-13.916,156.372,-412.537,0
1.200,0.239,-0.556,-39.612,202.637,-407.837,0
2.276,0.423,-0.893,-50.964,161.865,-322.632,0
2.628,0.608,-1.017,-25.818,19.226,-129.761,0
2.100,0.578,-0.799,17.334,-77.148,32.043,0
1.696,0.577,-0.683,26.367,-74.097,115.479,0
1.305,0.617,-0.572,22.705,-48.523,152.466,0
1.159,0.594,-0.493,29.602,-37.231,190.369,0
0.965,0.628,-0.258,29.297,-44.128,208.740,0
0.618,0.644,-0.083,27.039,-37.231,258.911,0
0.279,0.642,-0.069,23.254,-5.371,312.988,0
-0.327,0.536,-0.000,10.559,-14.709,357.666,0
-0.969,0.387,0.029,-3.113,-43.823,387.695,0
-1.640,0.257,0.026,-10.071,-72.083,377.686,0
-2.157,0.218,-0.139,-17.700,-119.080,313.171,0
-2.592,0.300,-0.355,-24.231,-98.755,211.121,0
-2.731,0.323,-0.564,-17.395,-31.494,82.886,0
-2.413,0.326,-0.542,-7.874,-7.812,-61.279,0
-1.870,0.339,-0.470,5.493,-8.057,-161.438,0
-1.435,0.377,-0.357,23.254,-12.207,-218.079,0
-1.090,0.382,-0.259,34.241,1.892,-261.597,0
-0.728,0.351,-0.183,35.645,16.296,-305.725,0
-0.326,0.383,-0.184,25.269,42.053,-351.685,0
0.083,0.362,-0.269,7.324,87.219,-391.418,0
0.335,0.346,-0.328,-12.085,136.292,-413.208,0
0.855,0.239,-0.481,-20.691,159.546,-400.696,0
1.417,0.266,-0.768,-32.410,182.678,-376.892,0
2.125,0.344,-0.931,-24.414,146.179,-291.870,0
2.696,0.612,-1.056,1.404,29.419,-125.244,0
2.088,0.484,-0.775,48.279,-75.989,53.833,0
1.497,0.468,-0.738,49.683,-58.838,115.662,0
1.297,0.569,-0.740,35.828,-24.292,119.934,0
1.187,0.573,-0.588,51.147,-36.377,150.146,0
0.991,0.568,-0.348,73.181,-58.289,207.275,0
0.756,0.549,-0.163,82.520,-46.570,253.479,0
0.495,0.538,0.117,73.730,-31.067,271.973,0
0.008,0.494,0.196,44.983,-27.161,310.974,0
-0.485,0.498,0.235,13.428,-52.612,340.515,0
-1.158,0.407,0.176,-21.423,-92.346,370.117,0
-1.641,0.486,0.019,-39.917,-129.578,356.689,0
-2.127,0.236,-0.119,-56.152,-117.981,303.955,0
-2.609,0.251,-0.384,-72.937,-65.247,204.224,0
-2.758,0.452,-0.594,-49.316,-19.287,81.360,0
-2.350,0.453,-0.695,-29.968,2.319,-33.813,0
-1.931,0.436,-0.610,-11.658,-6.165,-121.216,0
-1.573,0.393,-0.455,12.634,-21.790,-177.307,0
-1.139,0.380,-0.355,29.480,-26.978,-229.370,0
-0.771,0.364,-0.271,39.673,-12.024,-276.123,0
-0.385,0.320,-0.264,34.729,36.194,-331.055,0
0.196,0.356,-0.276,19.958,87.891,-379.944,0
0.892,0.342,-0.355,9.094,115.234,-379.639,0
1.271,0.420,-0.441,0.549,92.773,-315.369,0
1.837,0.542,-0.618,-3.357,65.369,-262.024,0
-2.073,0.361,-0.386,-71.655,-12.451,159.790,0
-2.194,0.288,-0.519,-39.856,-47.729,108.032,0
-2.157,0.310,-0.544,-10.986,-83.984,42.358,0
-2.039,0.299,-0.472,10.742,-105.225,-28.381,0
-1.776,0.273,-0.350,24.597,-94.788,-101.318,0
-1.666,0.271,-0.300,30.884,-83.130,-162.842,0
-1.327,0.312,-0.242,36.255,-91.431,-214.233,0
-0.988,0.325,-0.168,45.898,-83.923,-261.169,0
-0.643,0.325,-0.134,49.683,-66.162,-303.040,0
-0.305,0.303,-0.092,31.555,-40.405,-343.140,0
0.035,0.299,-0.159,20.508,-6.775,-373.962,0
0.385,0.241,-0.302,27.222,11.780,-383.179,0
0.764,0.211,-0.436,22.827,35.278,-390.503,0
0.917,0.124,-0.584,20.996,72.998,-391.541,0
1.160,0.009,-0.784,23.804,132.996,-400.452,0
1.583,-0.044,-0.963,28.687,175.415,-390.320,0
2.226,-0.001,-0.973,34.241,193.298,-326.294,0
2.613,0.211,-0.943,43.274,113.342,-183.838,0
2.275,0.276,-0.825,52.612,-14.404,-10.498,0
1.801,0.325,-0.802,44.922,-69.946,83.862,0
1.547,0.373,-0.791,53.345,-68.848,129.883,0
1.338,0.406,-0.643,58.105,-59.814,143.738,0
1.188,0.380,-0.471,74.036,-35.767,175.598,0
1.094,0.362,-0.331,80.383,-6.592,208.923,0
0.943,0.361,-0.194,70.557,1.099,244.568,0
0.744,0.360,-0.130,52.246,-24.780,294.189,0
0.440,0.331,-0.047,38.757,-67.871,349.365,0
0.055,0.291,0.021,19.592,-79.102,388.672,0
-0.166,0.261,0.022,-3.845,-65.308,409.790,0
-0.634,0.225,0.042,-14.771,-53.589,414.246,0
-1.090,0.198,0.068,-38.940,-51.819,412.964,0
-1.484,0.125,-0.105,-59.143,-55.176,393.677,0
-1.961,0.150,-0.304,-59.814,-46.753,338.074,0
-2.375,0.236,-0.458,-51.758,-20.813,249.451,0
-2.471,0.293,-0.541,-39.063,-18.372,145.081,0
-2.411,0.293,-0.481,-5.066,-39.124,63.171,0
-2.272,0.279,-0.407,15.686,-32.410,-8.423,0
-2.024,0.304,-0.310,22.034,-32.104,-79.468,0
-1.844,0.300,-0.220,28.442,-54.871,-148.499,0
-1.468,0.276,-0.181,28.381,-54.810,-223.816,0
-1.119,0.283,-0.232,24.475,-30.396,-284.729,0
-0.772,0.310,-0.288,28.320,-15.686,-329.712,0
-0.446,0.313,-0.290,35.278,-8.118,-366.699,0
-0.150,0.275,-0.318,35.950,30.273,-410.461,0
0.237,0.144,-0.341,34.668,85.693,-453.186,0
0.649,0.019,-0.348,22.217,150.208,-483.887,0
1.099,-0.006,-0.551,-4.395,200.806,-480.713,0
1.337,0.039,-0.840,-18.127,190.308,-430.054,0
1.419,-0.025,-0.920,-7.324,181.335,-376.282,0
2.053,0.033,-0.919,4.700,160.950,-299.255,0
2.476,0.224,-0.982,8.545,38.879,-142.822,0
2.326,0.219,-0.906,15.625,-84.839,26.306,0
2.113,0.201,-0.912,14.160,-131.897,127.319,0
1.811,0.256,-0.980,19.714,-129.272,172.058,0
1.574,0.270,-0.882,48.401,-95.520,202.759,0
1.286,0.251,-0.661,82.092,-65.186,242.920,0
1.014,0.250,-0.334,98.694,-60.242,274.109,0
0.723,0.283,-0.137,85.693,-77.515,305.725,0
0.482,0.297,-0.106,51.636,-84.229,331.848,0
0.230,0.313,-0.096,25.696,-74.463,356.323,0
-0.089,0.325,-0.067,8.545,-75.745,381.531,0
-0.297,0.308,-0.044,-8.606,-80.627,397.217,0
-0.704,0.307,-0.040,-23.987,-76.965,393.311,0
-1.132,0.283,-0.011,-42.908,-63.904,372.620,0
-1.723,0.218,-0.106,-49.500,-62.195,333.618,0
-2.288,0.223,-0.265,-41.565,-70.374,251.343,0
-2.646,0.282,-0.392,-35.583,-61.646,135.315,0
-2.701,0.335,-0.494,-22.156,-44.861,13.184,0
-2.382,0.356,-0.565,-0.244,-24.536,-79.346,0
-2.026,0.364,-0.550,19.958,-10.925,-147.644,0
-1.698,0.391,-0.362,39.063,-28.992,-205.261,0
-1.401,0.376,-0.151,42.786,-28.503,-263.184,0
-1.028,0.361,-0.047,40.710,-19.958,-291.809,0
-0.702,0.322,-0.058,31.860,5.310,-342.285,0
-0.329,0.291,-0.112,19.714,40.344,-390.991,0
-0.020,0.237,-0.227,1.343,82.153,-430.908,0
0.337,0.089,-0.453,-11.353,133.972,-463.135,0
0.548,-0.097,-0.679,-22.705,194.763,-493.896,0
0.823,-0.286,-0.912,-28.076,249.390,-512.939,0
